timestamp,vehicle_id,packet_size,e2e_delay,service_time
timestamp,vehicle_id,packet_size,e2e_delay,service_time
timestamp,vehicle_id,packet_size,e2e_delay,service_time
1.1540002312,10.0.0.1,29,0.0000001012,0.017376
1.1540003112,10.0.0.2,29,0.0000001012,0.0394268
1.1540003912,10.0.0.3,29,0.0000001012,0.273301
1.2190018024,10.0.0.3,1011,0.0000008868,0.027419
1.2980016488,10.0.0.3,915,0.00000081,0.100041
1.2980027208,10.0.0.3,1092,0.0000009516,0.0610014
1.5500016504,10.0.0.1,916,0.0000008108,0.0768303
1.555001828,10.0.0.3,1027,0.0000008996,0.019235
1.5780019416,10.0.0.2,1098,0.0000009564,0.679273
1.662001828,10.0.0.1,1027,0.0000008996,0.492829
1.6740017384,10.0.0.3,971,0.0000008548,0.0137117
1.6930018968,10.0.0.3,1070,0.000000934,0.189814
1.7040018552,10.0.0.3,1044,0.0000009132,0.296234
1.8420021624,10.0.0.2,1236,0.0000010668,0.099362
1.8590018824,10.0.0.3,1061,0.0000009268,0.0360496
1.8770019864,10.0.0.2,1126,0.0000009788,0.219452
1.930001948,10.0.0.3,1102,0.0000009596,0.264586
1.9410018024,10.0.0.3,1011,0.0000008868,0.329287
2.0630017688,10.0.0.2,990,0.00000087,0.112583
2.0780017128,10.0.0.2,955,0.000000842,0.205624
2.0960020312,10.0.0.2,1154,0.0000010012,0.0119412
2.1510016728,10.0.0.2,930,0.000000822,0.0269866
2.1860013944,10.0.0.1,756,0.0000006828,0.0061636
2.2720016984,10.0.0.1,946,0.0000008348,0.105106
2.3880017384,10.0.0.1,971,0.0000008548,0.0718137
2.5010015,10.0.0.3,822,0.0000007356,0.16609
2.5140018312,10.0.0.3,1029,0.0000009012,0.0198535
3.0820016792,10.0.0.1,934,0.0000008252,0.0733593
3.23100182,10.0.0.2,1022,0.0000008956,0.0049555
3.3010017928,10.0.0.1,1005,0.000000882,0.0696066
3.3310017144,10.0.0.3,956,0.0000008428,0.315879
3.4600018104,10.0.0.1,1016,0.0000008908,0.302885
3.5030019592,10.0.0.1,1109,0.0000009652,0.292529
