timestamp,vehicle_id,packet_size,e2e_delay,service_time
timestamp,vehicle_id,packet_size,e2e_delay,service_time
1.1540003112,10.0.0.2,29,0.0000001012,0.0431644
1.1540003912,10.0.0.3,29,0.0000001012,0.119813
1.2180018024,10.0.0.2,1011,0.0000008868,0.0844616
1.360001932,10.0.0.3,1092,0.0000009516,0.103217
1.4720016504,10.0.0.2,916,0.0000008108,0.211824
1.519001828,10.0.0.3,1027,0.0000008996,0.283526
1.645001828,10.0.0.3,1027,0.0000008996,0.0293045
1.6930017384,10.0.0.3,971,0.0000008548,0.46174
2.2270018968,10.0.0.3,1070,0.000000934,0.0748516
2.9480021624,10.0.0.2,1236,0.0000010668,0.0253647
3.2160018824,10.0.0.2,1061,0.0000009268,0.0608353
3.2430019864,10.0.0.3,1126,0.0000009788,0.0653069
3.5010026512,10.0.0.2,1011,0.0000008868,0.0688658
3.6000017128,10.0.0.2,955,0.000000842,0.160305
3.8440016728,10.0.0.2,930,0.000000822,0.126328
4.1580017384,10.0.0.2,971,0.0000008548,0.189556
4.3500015,10.0.0.2,822,0.0000007356,0.0291611
4.4710018312,10.0.0.3,1029,0.0000009012,0.0125709
4.4890016792,10.0.0.3,934,0.0000008252,0.0783641
4.6330017144,10.0.0.3,956,0.0000008428,0.0553671
4.6590018104,10.0.0.2,1016,0.0000008908,0.0070815
4.8200019592,10.0.0.3,1109,0.0000009652,0.225014
4.8960017032,10.0.0.2,949,0.0000008372,0.0186311
4.9690020472,10.0.0.2,1164,0.0000010092,0.138326
5.1170019512,10.0.0.2,1104,0.0000009612,0.101877
5.3990019304,10.0.0.2,1091,0.0000009508,0.594645
5.4840020168,10.0.0.3,1145,0.000000994,0.447999
5.6320018296,10.0.0.2,1028,0.0000009004,0.104927
5.8370017768,10.0.0.3,995,0.000000874,0.145063
5.9490020072,10.0.0.3,1139,0.0000009892,0.0545585
6.016001612,10.0.0.3,892,0.0000007916,0.182266
6.0970018008,10.0.0.3,1010,0.000000886,0.521422
6.3130018344,10.0.0.2,1031,0.0000009028,0.730974
6.3240020904,10.0.0.3,1191,0.0000010308,0.0536385
6.4200017576,10.0.0.3,983,0.0000008644,0.503002
6.493001772,10.0.0.3,992,0.0000008716,0.294953
6.6990016648,10.0.0.3,925,0.000000818,0.0251789
6.8110019992,10.0.0.2,1134,0.0000009852,0.257134
7.2510016664,10.0.0.3,926,0.0000008188,0.473173
7.2580020728,10.0.0.2,1180,0.000001022,0.200575
7.2800018472,10.0.0.2,1039,0.0000009092,0.0750064
7.385001796,10.0.0.2,1007,0.0000008836,0.0010736
7.3960020488,10.0.0.2,1165,0.00000101,0.0125874
7.396002736,10.0.0.2,824,0.0000009812,0.0233997
7.41900182,10.0.0.3,1022,0.0000008956,0.00727072
7.4840019048,10.0.0.3,1075,0.000000938,0.220435
7.5480016312,10.0.0.2,904,0.0000008012,0.0406268
7.6190020008,10.0.0.3,1135,0.000000986,0.0251312
7.6950019112,10.0.0.2,1079,0.0000009412,0.236558
7.733001804,10.0.0.3,1012,0.0000008876,0.11262
7.845001788,10.0.0.2,1002,0.0000008796,0.0168066
7.957001756,10.0.0.3,982,0.0000008636,0.105275
8.0040016552,10.0.0.2,919,0.0000008132,0.0717492
8.0150018008,10.0.0.2,1010,0.000000886,0.315782
8.2180019416,10.0.0.3,1098,0.0000009564,0.0714404
8.4950018088,10.0.0.2,1015,0.00000089,0.0391023
8.585001812,10.0.0.3,1017,0.0000008916,0.207195
8.5930018248,10.0.0.2,1025,0.000000898,0.103645
8.6140020056,10.0.0.2,1138,0.0000009884,0.487878
8.6570017976,10.0.0.3,1008,0.0000008844,0.0187399
8.7750020344,10.0.0.2,1156,0.0000010028,0.0176671
9.221001844,10.0.0.2,1037,0.0000009076,0.00818623
9.3880018312,10.0.0.2,1029,0.0000009012,0.00706201
9.4240018424,10.0.0.2,1036,0.0000009068,0.0498537
9.4840019816,10.0.0.3,1123,0.0000009764,0.106932
9.578001972,10.0.0.2,1117,0.0000009716,0.0662159
10.0160019816,10.0.0.3,1123,0.0000009764,0.108136
10.1580017032,10.0.0.2,949,0.0000008372,0.1034
10.1690018296,10.0.0.2,1028,0.0000009004,0.369117
10.5160018024,10.0.0.2,1011,0.0000008868,0.0265493
10.5540013656,10.0.0.3,738,0.0000006684,0.173538
10.6460020376,10.0.0.3,1158,0.0000010044,0.0522077
10.70700178,10.0.0.3,997,0.0000008756,0.212565
10.7870017432,10.0.0.2,974,0.0000008572,0.0280904
