[2022-03-30 09:43:23.710] [mecLogger0] [info] @ numCars 3
[2022-03-30 09:43:24.723] [mecLogger0] [info] handleMessage: received connectMp1; isSelf? true
[2022-03-30 09:43:33.733] [mecLogger0] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-03-30 09:43:33.736] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 09:43:33.775] [mecLogger0] [info] handleMessage: received processedMp1Response; isSelf? true
[2022-03-30 09:43:33.800] [mecLogger0] [info] handleMessage: received WarningAlertPacketStart; isSelf? false
[2022-03-30 09:43:33.805] [mecLogger0] [info] handleMessage: received connectService; isSelf? true
[2022-03-30 09:43:33.808] [mecLogger0] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-03-30 09:43:33.821] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 09:43:33.823] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 09:43:33.832] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:43:33.861] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-03-30 09:43:33.871] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:43:33.958] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:43:34.263] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:43:34.486] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:43:34.509] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:43:34.591] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:43:34.674] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:43:34.682] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:46:39.898] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:46:39.899] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:46:39.903] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:46:39.907] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
