[2022-03-30 01:24:15.521] [mecLogger0] [info] @ numCars 1
[2022-03-30 01:24:15.521] [mecLogger0] [info] handleMessage: received connectMp1; isSelf? true
[2022-03-30 01:24:15.521] [mecLogger0] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-03-30 01:24:15.521] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 01:24:15.524] [mecLogger0] [info] handleMessage: received processedMp1Response; isSelf? true
[2022-03-30 01:24:15.527] [mecLogger0] [info] handleMessage: received WarningAlertPacketStart; isSelf? false
[2022-03-30 01:24:15.527] [mecLogger0] [info] handleMessage: received connectService; isSelf? true
[2022-03-30 01:24:15.528] [mecLogger0] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-03-30 01:24:15.530] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 01:24:15.530] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 01:24:15.531] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.533] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-03-30 01:24:15.541] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.552] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.554] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.563] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.571] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.577] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.583] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.587] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.588] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.591] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.595] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.597] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.598] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.604] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.606] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.608] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.615] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.619] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 01:24:15.619] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 01:24:15.620] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-03-30 01:24:15.620] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 01:24:15.620] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 01:24:15.621] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-03-30 01:24:15.624] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.636] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.641] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.650] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.655] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.669] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 01:24:15.669] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 01:24:15.670] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-03-30 01:24:15.670] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 01:24:15.671] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-03-30 01:24:15.674] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.678] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.683] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.688] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.692] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.701] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.702] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.703] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.710] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.712] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.713] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.716] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.717] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.718] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.719] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.720] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.754] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.759] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.762] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.766] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.775] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.787] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.788] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.791] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.794] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.799] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.807] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.810] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.821] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.832] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.837] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.846] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.861] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.867] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.877] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.879] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.881] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.881] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.882] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.882] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.883] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.886] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.894] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.902] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.906] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.917] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.919] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.922] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.927] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.930] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.935] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.947] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.951] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.958] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.963] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.967] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.968] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.972] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.974] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.976] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.978] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.991] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.993] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.994] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.995] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.998] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:15.998] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:16.002] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:16.002] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:16.003] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:16.005] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:16.008] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:16.021] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:16.026] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:16.029] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:16.034] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:16.036] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:16.042] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 01:24:16.044] [mecLogger0] [info] handleMessage: received PingPongPacke
