timestamp,vehicle_id,packet_size,e2e_delay,service_time
timestamp,vehicle_id,packet_size,e2e_delay,service_time
timestamp,vehicle_id,packet_size,e2e_delay,service_time
1.1540002312,10.0.0.1,29,0.0000001012,0.188534
1.1540003112,10.0.0.2,29,0.0000001012,0.147497
1.1540003912,10.0.0.3,29,0.0000001012,0.084836
1.6460018024,10.0.0.1,1011,0.0000008868,0.154956
1.8000016488,10.0.0.2,915,0.00000081,0.388171
1.829001932,10.0.0.1,1092,0.0000009516,0.228882
1.8960016504,10.0.0.1,916,0.0000008108,0.195463
1.960001828,10.0.0.2,1027,0.0000008996,0.105292
1.9660019416,10.0.0.1,1098,0.0000009564,0.112607
2.096001828,10.0.0.3,1027,0.0000008996,0.159042
2.1700017384,10.0.0.3,971,0.0000008548,0.190246
2.2170018968,10.0.0.1,1070,0.000000934,0.102591
2.3350018552,10.0.0.2,1044,0.0000009132,0.13055
2.4900021624,10.0.0.2,1236,0.0000010668,0.0486644
2.6830018824,10.0.0.3,1061,0.0000009268,0.201861
2.8880019864,10.0.0.3,1126,0.0000009788,0.334159
2.911001948,10.0.0.1,1102,0.0000009596,0.057812
2.9740018024,10.0.0.1,1011,0.0000008868,0.0176419
3.0260017688,10.0.0.1,990,0.00000087,0.0223047
3.0420020312,10.0.0.1,1154,0.0000010012,0.101089
3.0420028232,10.0.0.2,955,0.0000009724,0.045152
3.3540016728,10.0.0.1,930,0.000000822,0.178446
3.4000013944,10.0.0.3,756,0.0000006828,0.0551935
3.5230016984,10.0.0.1,946,0.0000008348,0.0413569
3.5790017384,10.0.0.3,971,0.0000008548,0.0371453
3.6360015,10.0.0.1,822,0.0000007356,0.133877
3.7590018312,10.0.0.2,1029,0.0000009012,0.061488
3.7610016792,10.0.0.1,934,0.0000008252,0.1234
3.95300182,10.0.0.2,1022,0.0000008956,0.123741
3.9700017928,10.0.0.3,1005,0.000000882,0.245011
4.0080017144,10.0.0.3,956,0.0000008428,0.0132884
4.1210018104,10.0.0.2,1016,0.0000008908,0.246762
4.1900019592,10.0.0.1,1109,0.0000009652,0.257168
4.3750018824,10.0.0.3,1061,0.0000009268,0.102575
4.4290017032,10.0.0.1,949,0.0000008372,0.053497
4.5440020472,10.0.0.3,1164,0.0000010092,0.0288369
4.6270019512,10.0.0.1,1104,0.0000009612,0.0339346
4.6400017688,10.0.0.2,990,0.00000087,0.00164565
4.9330019304,10.0.0.2,1091,0.0000009508,0.11383
5.1200020168,10.0.0.1,1145,0.000000994,0.01406
5.1380018296,10.0.0.1,1028,0.0000009004,0.065659
5.1800017768,10.0.0.2,995,0.000000874,0.865251
5.2460020072,10.0.0.1,1139,0.0000009892,0.0169834
5.253001612,10.0.0.2,892,0.0000007916,0.0176946
