timestamp,vehicle_id,packet_size,e2e_delay,service_time
1.1540002312,10.0.0.1,29,0.0000001012,0.124977
5.3050018024,10.0.0.1,1011,0.0000008868,0.00290223
7.1820016488,10.0.0.1,915,0.00000081,0.224143
7.251001932,10.0.0.1,1092,0.0000009516,0.00763863
7.4100016504,10.0.0.1,916,0.0000008108,0.185238
7.880001828,10.0.0.1,1027,0.0000008996,0.10414
8.0840019416,10.0.0.1,1098,0.0000009564,0.0347255
8.991001828,10.0.0.1,1027,0.0000008996,0.274683
9.5220017384,10.0.0.1,971,0.0000008548,0.105018
10.2660018968,10.0.0.1,1070,0.000000934,0.00858964
10.7030018552,10.0.0.1,1044,0.0000009132,0.0203504
11.2840021624,10.0.0.1,1236,0.0000010668,0.0298902
14.3660018824,10.0.0.1,1061,0.0000009268,0.287283
15.3140019864,10.0.0.1,1126,0.0000009788,0.204128
16.516001948,10.0.0.1,1102,0.0000009596,0.0886754
19.8180018024,10.0.0.1,1011,0.0000008868,0.00986904
20.8160017688,10.0.0.1,990,0.00000087,0.0772446
21.7220017128,10.0.0.1,955,0.000000842,0.147647
22.1010020312,10.0.0.1,1154,0.0000010012,0.0509563
22.6800016728,10.0.0.1,930,0.000000822,0.208707
22.9530013944,10.0.0.1,756,0.0000006828,0.0991967
23.7790016984,10.0.0.1,946,0.0000008348,0.0371184
24.4970017384,10.0.0.1,971,0.0000008548,0.167442
24.7260015,10.0.0.1,822,0.0000007356,0.0316412
26.5580018312,10.0.0.1,1029,0.0000009012,0.26316
26.6750016792,10.0.0.1,934,0.0000008252,0.0377907
28.98300182,10.0.0.1,1022,0.0000008956,0.16893
29.9590017928,10.0.0.1,1005,0.000000882,0.023403
30.5910017144,10.0.0.1,956,0.0000008428,0.187009
31.1490018104,10.0.0.1,1016,0.0000008908,0.139426
32.0990019592,10.0.0.1,1109,0.0000009652,0.106216
32.7070018824,10.0.0.1,1061,0.0000009268,0.201853
34.5180017032,10.0.0.1,949,0.0000008372,0.136442
34.6830020472,10.0.0.1,1164,0.0000010092,0.0711221
35.8130019512,10.0.0.1,1104,0.0000009612,0.111334
36.0640017688,10.0.0.1,990,0.00000087,0.152288
36.81200291,10.0.0.1,1091,0.0000009508,0.0600639
36.8390030396,10.0.0.1,1145,0.000000994,0.0252983
37.0960027588,10.0.0.1,1028,0.0000009004,0.188602
37.1800026796,10.0.0.1,995,0.000000874,0.0227737
37.4360030252,10.0.0.1,1139,0.0000009892,0.0650133
39.4620024324,10.0.0.1,892,0.0000007916,0.0151178
39.8840027156,10.0.0.1,1010,0.000000886,0.181126
43.787002634,10.0.0.1,976,0.0000008588,0.226197
43.935002766,10.0.0.1,1031,0.0000009028,0.138208
45.12000315,10.0.0.1,1191,0.0000010308,0.0165015
45.9030027444,10.0.0.1,1022,0.0000008956,0.117423
46.0370026508,10.0.0.1,983,0.0000008644,0.145891
46.1030026724,10.0.0.1,992,0.0000008716,0.0147712
49.3600026028,10.0.0.1,963,0.0000008484,0.233312
50.2130023652,10.0.0.1,864,0.0000007692,0.389562
50.5250025116,10.0.0.1,925,0.000000818,0.0869742
50.8670029388,10.0.0.1,1103,0.0000009604,0.0173849
51.5310030132,10.0.0.1,1134,0.0000009852,0.376402
51.63800243,10.0.0.1,891,0.0000007908,0.00560972
51.998002514,10.0.0.1,926,0.0000008188,0.00853514
52.8830031236,10.0.0.1,1180,0.000001022,0.00964191
52.9560027852,10.0.0.1,1039,0.0000009092,0.231509
53.4450027084,10.0.0.1,1007,0.0000008836,0.147161
53.9640030876,10.0.0.1,1165,0.00000101,0.437619
55.4370022692,10.0.0.1,824,0.0000007372,0.116617
55.7840028836,10.0.0.1,1080,0.000000942,0.0176912
56.5540027444,10.0.0.1,1022,0.0000008956,0.0934951
57.8640028716,10.0.0.1,1075,0.000000938,0.19054
57.9960024612,10.0.0.1,904,0.0000008012,0.00583574
58.5510030156,10.0.0.1,1135,0.000000986,0.161449
58.8800028812,10.0.0.1,1079,0.0000009412,0.197337
59.6520024036,10.0.0.1,880,0.000000782,0.232538
60.2440027204,10.0.0.1,1012,0.0000008876,0.0595297
60.5900029748,10.0.0.1,1118,0.0000009724,0.0021562
61.7930026964,10.0.0.1,1002,0.0000008796,0.0737581
62.2010026484,10.0.0.1,982,0.0000008636,0.0133716
63.3060024972,10.0.0.1,919,0.0000008132,0.00166732
64.8450027156,10.0.0.1,1010,0.000000886,0.115975
65.7560024828,10.0.0.1,913,0.0000008084,0.0871393
65.7830029268,10.0.0.1,1098,0.0000009564,0.0509854
67.0110027276,10.0.0.1,1015,0.00000089,0.0712239
68.0780027708,10.0.0.1,1033,0.0000009044,0.218745
69.2280027324,10.0.0.1,1017,0.0000008916,0.0135866
70.6290027516,10.0.0.1,1025,0.000000898,0.118382
71.1770030228,10.0.0.1,1138,0.0000009884,0.0133557
71.2250027108,10.0.0.1,1008,0.0000008844,0.11867
72.555003066,10.0.0.1,1156,0.0000010028,0.0640406
73.6140030132,10.0.0.1,1134,0.0000009852,0.0744863
73.7920028572,10.0.0.1,1069,0.0000009332,0.0670358
74.5850027804,10.0.0.1,1037,0.0000009076,0.0540657
74.6370027612,10.0.0.1,1029,0.0000009012,0.0147894
75.275002778,10.0.0.1,1036,0.0000009068,0.18863
76.1700023028,10.0.0.1,838,0.0000007484,0.259972
77.1770029868,10.0.0.1,1123,0.0000009764,0.361901
77.741002694,10.0.0.1,1001,0.0000008788,0.0098935
77.7800029724,10.0.0.1,1117,0.0000009716,0.0738531
78.2480029868,10.0.0.1,1123,0.0000009764,0.171576
79.0830025692,10.0.0.1,949,0.0000008372,0.0862242
81.5800027588,10.0.0.1,1028,0.0000009004,0.092014
81.7570032292,10.0.0.1,1224,0.0000010572,0.0512352
82.119002718,10.0.0.1,1011,0.0000008868,0.202633
82.586002934,10.0.0.1,1101,0.0000009588,0.0582411
82.6490020628,10.0.0.1,738,0.0000006684,0.0132215
83.1470030708,10.0.0.1,1158,0.0000010044,0.318925
83.4490026844,10.0.0.1,997,0.0000008756,0.138445
86.5400026292,10.0.0.1,974,0.0000008572,0.115063
90.4760026484,10.0.0.1,982,0.0000008636,0.174975
91.5240026076,10.0.0.1,965,0.00000085,0.0336758
93.3490031332,10.0.0.1,1184,0.0000010252,0.0491542
93.9450029676,10.0.0.1,1115,0.00000097,0.000856177
96.2060028668,10.0.0.1,1073,0.0000009364,0.114701
97.6050024492,10.0.0.1,899,0.0000007972,0.0787873
98.9020028836,10.0.0.1,1080,0.000000942,0.603306
99.2440028812,10.0.0.1,1079,0.0000009412,0.0790192
101.0370027156,10.0.0.1,1010,0.000000886,0.183672
102.524002526,10.0.0.1,931,0.0000008228,0.279123
102.9820025116,10.0.0.1,925,0.000000818,0.00828155
103.7660025788,10.0.0.1,953,0.0000008404,0.0718172
105.5140029676,10.0.0.1,1115,0.00000097,0.187799
106.1960026556,10.0.0.1,985,0.000000866,0.0219793
107.0910030372,10.0.0.1,1144,0.0000009932,0.0140074
107.3510026628,10.0.0.1,988,0.0000008684,0.00339207
109.6510026676,10.0.0.1,990,0.00000087,0.0284125
