[2022-05-03 15:54:03.521] [mecLogger2] [info] @ numCars 3
[2022-05-03 15:54:03.521] [mecLogger2] [info] handleMessage: received connectMp1; isSelf? true
[2022-05-03 15:54:03.522] [mecLogger2] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-05-03 15:54:03.525] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:54:03.553] [mecLogger2] [info] handleMessage: received processedMp1Response; isSelf? true
[2022-05-03 15:54:03.571] [mecLogger2] [info] handleMessage: received WarningAlertPacketStart; isSelf? false
[2022-05-03 15:54:03.575] [mecLogger2] [info] handleMessage: received connectService; isSelf? true
[2022-05-03 15:54:03.579] [mecLogger2] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-05-03 15:54:03.590] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:54:03.591] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:54:03.596] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.622] [mecLogger2] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:54:03.643] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.686] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.702] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:04.009] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:04.150] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:04.253] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:04.309] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.518] [mecLogger1] [info] @ numCars 3
[2022-05-03 15:54:03.518] [mecLogger1] [info] handleMessage: received connectMp1; isSelf? true
[2022-05-03 15:54:03.519] [mecLogger1] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-05-03 15:54:03.524] [mecLogger1] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:54:03.553] [mecLogger1] [info] handleMessage: received processedMp1Response; isSelf? true
[2022-05-03 15:54:03.571] [mecLogger1] [info] handleMessage: received WarningAlertPacketStart; isSelf? false
[2022-05-03 15:54:03.574] [mecLogger1] [info] handleMessage: received connectService; isSelf? true
[2022-05-03 15:54:03.577] [mecLogger1] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-05-03 15:54:03.588] [mecLogger1] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:54:03.589] [mecLogger1] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:54:03.596] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.622] [mecLogger1] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:54:03.703] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.742] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.766] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.789] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.819] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.829] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.862] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.904] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:04.001] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:04.029] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:04.289] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.512] [mecLogger0] [info] @ numCars 3
[2022-05-03 15:54:03.512] [mecLogger0] [info] handleMessage: received connectMp1; isSelf? true
[2022-05-03 15:54:03.515] [mecLogger0] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-05-03 15:54:03.517] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:54:03.551] [mecLogger0] [info] handleMessage: received processedMp1Response; isSelf? true
[2022-05-03 15:54:03.570] [mecLogger0] [info] handleMessage: received WarningAlertPacketStart; isSelf? false
[2022-05-03 15:54:03.573] [mecLogger0] [info] handleMessage: received connectService; isSelf? true
[2022-05-03 15:54:03.576] [mecLogger0] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-05-03 15:54:03.585] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:54:03.586] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:54:03.596] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.622] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:54:03.825] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:54:03.936] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
