[2022-03-30 09:24:42.445] [mecLogger0] [info] @ numCars 1
[2022-03-30 09:24:42.445] [mecLogger0] [info] handleMessage: received connectMp1; isSelf? true
[2022-03-30 09:24:42.446] [mecLogger0] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-03-30 09:24:42.449] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 09:24:42.467] [mecLogger0] [info] handleMessage: received processedMp1Response; isSelf? true
[2022-03-30 09:24:42.475] [mecLogger0] [info] handleMessage: received WarningAlertPacketStart; isSelf? false
[2022-03-30 09:24:42.476] [mecLogger0] [info] handleMessage: received connectService; isSelf? true
[2022-03-30 09:24:42.477] [mecLogger0] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-03-30 09:24:42.481] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 09:24:42.482] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 09:24:42.484] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:42.500] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-03-30 09:24:43.101] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:43.395] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:43.409] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:43.436] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:43.510] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:43.546] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:43.688] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:43.785] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:43.898] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:43.969] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:44.055] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:44.540] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:54.790] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:54.873] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 09:24:54.874] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 09:24:54.888] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-03-30 09:24:54.893] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 09:24:54.894] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-03-30 09:24:54.910] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-03-30 09:24:54.982] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:55.493] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:55.642] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-03-30 09:24:55.801] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
