[2022-05-03 15:47:50.508] [mecLogger2] [info] @ numCars 3
[2022-05-03 15:47:50.508] [mecLogger2] [info] handleMessage: received connectMp1; isSelf? true
[2022-05-03 15:47:50.509] [mecLogger2] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-05-03 15:47:50.512] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:50.543] [mecLogger2] [info] handleMessage: received processedMp1Response; isSelf? true
[2022-05-03 15:47:50.558] [mecLogger2] [info] handleMessage: received WarningAlertPacketStart; isSelf? false
[2022-05-03 15:47:50.561] [mecLogger2] [info] handleMessage: received connectService; isSelf? true
[2022-05-03 15:47:50.564] [mecLogger2] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-05-03 15:47:50.575] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:50.576] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:50.581] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.602] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.610] [mecLogger2] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:47:50.623] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.623] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.686] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.739] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.748] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.752] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.793] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.822] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.826] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.979] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.985] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.199] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.407] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.468] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.568] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.877] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:51.879] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:51.910] [mecLogger2] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:47:51.920] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:51.921] [mecLogger2] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:51.946] [mecLogger2] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:47:52.010] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.120] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.289] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.384] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.639] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.698] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.767] [mecLogger2] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.832] [mecLogger2] [info] handleMessage: received PingPongP[2022-05-03 15:47:50.505] [mecLogger1] [info] @ numCars 3
[2022-05-03 15:47:50.505] [mecLogger1] [info] handleMessage: received connectMp1; isSelf? true
[2022-05-03 15:47:50.507] [mecLogger1] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-05-03 15:47:50.511] [mecLogger1] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:50.543] [mecLogger1] [info] handleMessage: received processedMp1Response; isSelf? true
[2022-05-03 15:47:50.558] [mecLogger1] [info] handleMessage: received WarningAlertPacketStart; isSelf? false
[2022-05-03 15:47:50.560] [mecLogger1] [info] handleMessage: received connectService; isSelf? true
[2022-05-03 15:47:50.563] [mecLogger1] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-05-03 15:47:50.572] [mecLogger1] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:50.574] [mecLogger1] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:50.581] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.610] [mecLogger1] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:47:50.697] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.786] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.800] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.857] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.862] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.870] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.886] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.163] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.425] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.527] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.562] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.695] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.704] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.899] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.907] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.982] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.991] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.031] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.241] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.281] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.444] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.499] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.531] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.532] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.619] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.664] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.689] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.722] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.890] [mecLogger1] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.928] [mecLogger1] [info] handleMessa[2022-05-03 15:47:50.500] [mecLogger0] [info] @ numCars 3
[2022-05-03 15:47:50.501] [mecLogger0] [info] handleMessage: received connectMp1; isSelf? true
[2022-05-03 15:47:50.502] [mecLogger0] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-05-03 15:47:50.505] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:50.540] [mecLogger0] [info] handleMessage: received processedMp1Response; isSelf? true
[2022-05-03 15:47:50.557] [mecLogger0] [info] handleMessage: received WarningAlertPacketStart; isSelf? false
[2022-05-03 15:47:50.560] [mecLogger0] [info] handleMessage: received connectService; isSelf? true
[2022-05-03 15:47:50.562] [mecLogger0] [info] handleMessage: received ESTABLISHED; isSelf? false
[2022-05-03 15:47:50.570] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:50.571] [mecLogger0] [info] handleMessage: received data; isSelf? false
[2022-05-03 15:47:50.580] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.609] [mecLogger0] [info] handleMessage: received processedServiceResponse; isSelf? true
[2022-05-03 15:47:50.684] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.734] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.897] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.923] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:50.950] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.127] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.188] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.245] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.258] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.330] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.403] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.454] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.542] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.605] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.628] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:51.661] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.006] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.135] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.322] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.430] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.525] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
[2022-05-03 15:47:52.844] [mecLogger0] [info] handleMessage: received PingPongPacket; isSelf? false
